,Reagent1 (ul),Reagent2 (ul),Reagent3 (ul),Reagent4 (ul),Reagent5 (ul),Reagent6 (ul),Reagent7 (ul),Reagent8 (ul),Reagent9 (ul),_rxn_M_inorganic,_rxn_M_organic,_rxn_M_acid,_rxn_organic-inchikey,_rxn_mixingtime1S,_rxn_mixingtime2S,_rxn_reactiontimeS,_rxn_stirrateRPM,_rxn_temperatureC,_raw_inchikey,_raw_smiles,_raw_molweight,_raw_smiles_standard,_feat_AtomCount_C,_feat_AtomCount_N,_feat_AvgPol,_feat_MolPol,_feat_Refractivity,_feat_bpKa1,_feat_atoms,_feat_AliphaticRingCount,_feat_AromaticRingCount,_feat_Aliphatic AtomCount,_feat_AromaticAtomCount,_feat_BondCount,_feat_CarboaliphaticRingCount,_feat_CarboaromaticRingCount,_feat_CarboRingCount,_feat_ChainAtomCount,_feat_ChiralCenterCount,_feat_RingAtomCount,_feat_SmallestRingSize,_feat_LargestRingSize,_feat_fsp3,_feat_HeteroaliphaticRingCount,_feat_HeteroaromaticRing Count,_feat_RotatableBondCount,_feat_BalabanIndex,_feat_CyclomaticNumber,_feat_HyperWienerIndex,_feat_WienerIndex,_feat_WienerPolarity,_feat_MinimalProjectionArea,_feat_MaximalProjectionArea,_feat_MinimalProjectionRadius,_feat_MaximalProjectionRadius,_feat_LengthPerpendicularToTheMinArea,_feat_LengthPerpendicularToTheMaxArea,_feat_VanderWaalsVolume,_feat_VanderWaalsSurfaceArea,_feat_ASA,_feat_ASA+,_feat_ASA-,_feat_ASA_H,_feat_ASA_P,_feat_PolarSurfaceArea,_feat_acceptorcount,_feat_Accsitecount,_feat_donorcount,_feat_donsitecount,_feat_fr_NH2,_feat_fr_NH1,_feat_fr_NH0,_feat_fr_quatN,_feat_fr_ArN,_feat_fr_Ar_NH,fr_Imine,fr_amidine,_feat_fr_dihydropyridine,_feat_fr_guanido,_feat_fr_piperdine,_feat_fr_piperzine,_feat_fr_pyridine
161,52,250,198,0,0,0,0,0,0,0.9299999999999999,1.8399999999999999,0.0,JMXLWMIFDJCGBV-UHFFFAOYSA-N,900.0,1200.0,21600.0,750.0,25.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
162,62,200,238,0,0,0,0,0,0,0.744,1.8399999999999999,0.0,JMXLWMIFDJCGBV-UHFFFAOYSA-N,900.0,1200.0,21600.0,750.0,25.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
163,71,150,279,0,0,0,0,0,0,0.5579999999999998,1.8399999999999999,0.0,JMXLWMIFDJCGBV-UHFFFAOYSA-N,900.0,1200.0,21600.0,750.0,25.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
164,81,100,319,0,0,0,0,0,0,0.3719999999999999,1.8399999999999999,0.0,JMXLWMIFDJCGBV-UHFFFAOYSA-N,900.0,1200.0,21600.0,750.0,25.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
165,90,50,360,0,0,0,0,0,0,0.18599999999999994,1.8399999999999999,0.0,JMXLWMIFDJCGBV-UHFFFAOYSA-N,900.0,1200.0,21600.0,750.0,25.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
166,100,0,400,0,0,0,0,0,0,0.0,1.8399999999999999,0.0,JMXLWMIFDJCGBV-UHFFFAOYSA-N,900.0,1200.0,21600.0,750.0,25.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
167,73,400,27,0,0,0,0,0,0,1.488,1.6099999999999999,0.0,JMXLWMIFDJCGBV-UHFFFAOYSA-N,900.0,1200.0,21600.0,750.0,25.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
168,83,350,67,0,0,0,0,0,0,1.302,1.6099999999999999,0.0,JMXLWMIFDJCGBV-UHFFFAOYSA-N,900.0,1200.0,21600.0,750.0,25.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
169,93,300,107,0,0,0,0,0,0,1.116,1.6099999999999999,0.0,JMXLWMIFDJCGBV-UHFFFAOYSA-N,900.0,1200.0,21600.0,750.0,25.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
170,102,250,148,0,0,0,0,0,0,0.9299999999999999,1.6099999999999999,0.0,JMXLWMIFDJCGBV-UHFFFAOYSA-N,900.0,1200.0,21600.0,750.0,25.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
171,112,200,188,0,0,0,0,0,0,0.744,1.6099999999999999,0.0,JMXLWMIFDJCGBV-UHFFFAOYSA-N,900.0,1200.0,21600.0,750.0,25.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
172,121,150,229,0,0,0,0,0,0,0.5579999999999998,1.6099999999999999,0.0,JMXLWMIFDJCGBV-UHFFFAOYSA-N,900.0,1200.0,21600.0,750.0,25.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
173,131,100,269,0,0,0,0,0,0,0.3719999999999999,1.6099999999999999,0.0,JMXLWMIFDJCGBV-UHFFFAOYSA-N,900.0,1200.0,21600.0,750.0,25.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
174,140,50,310,0,0,0,0,0,0,0.18599999999999994,1.6099999999999999,0.0,JMXLWMIFDJCGBV-UHFFFAOYSA-N,900.0,1200.0,21600.0,750.0,25.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
175,150,0,350,0,0,0,0,0,0,0.0,1.6099999999999999,0.0,JMXLWMIFDJCGBV-UHFFFAOYSA-N,900.0,1200.0,21600.0,750.0,25.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
176,133,350,17,0,0,0,0,0,0,1.302,1.38,0.0,JMXLWMIFDJCGBV-UHFFFAOYSA-N,900.0,1200.0,21600.0,750.0,25.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
177,143,300,57,0,0,0,0,0,0,1.116,1.38,0.0,JMXLWMIFDJCGBV-UHFFFAOYSA-N,900.0,1200.0,21600.0,750.0,25.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
178,152,250,98,0,0,0,0,0,0,0.9299999999999999,1.38,0.0,JMXLWMIFDJCGBV-UHFFFAOYSA-N,900.0,1200.0,21600.0,750.0,25.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
179,162,200,138,0,0,0,0,0,0,0.744,1.38,0.0,JMXLWMIFDJCGBV-UHFFFAOYSA-N,900.0,1200.0,21600.0,750.0,25.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
180,171,150,179,0,0,0,0,0,0,0.5579999999999998,1.38,0.0,JMXLWMIFDJCGBV-UHFFFAOYSA-N,900.0,1200.0,21600.0,750.0,25.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
181,181,100,219,0,0,0,0,0,0,0.3719999999999999,1.38,0.0,JMXLWMIFDJCGBV-UHFFFAOYSA-N,900.0,1200.0,21600.0,750.0,25.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
182,190,50,260,0,0,0,0,0,0,0.18599999999999994,1.38,0.0,JMXLWMIFDJCGBV-UHFFFAOYSA-N,900.0,1200.0,21600.0,750.0,25.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
183,200,0,300,0,0,0,0,0,0,0.0,1.38,0.0,JMXLWMIFDJCGBV-UHFFFAOYSA-N,900.0,1200.0,21600.0,750.0,25.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
184,193,300,7,0,0,0,0,0,0,1.116,1.15,0.0,JMXLWMIFDJCGBV-UHFFFAOYSA-N,900.0,1200.0,21600.0,750.0,25.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
185,202,250,48,0,0,0,0,0,0,0.9299999999999999,1.15,0.0,JMXLWMIFDJCGBV-UHFFFAOYSA-N,900.0,1200.0,21600.0,750.0,25.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
186,212,200,88,0,0,0,0,0,0,0.744,1.15,0.0,JMXLWMIFDJCGBV-UHFFFAOYSA-N,900.0,1200.0,21600.0,750.0,25.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
187,221,150,129,0,0,0,0,0,0,0.5579999999999998,1.15,0.0,JMXLWMIFDJCGBV-UHFFFAOYSA-N,900.0,1200.0,21600.0,750.0,25.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
188,231,100,169,0,0,0,0,0,0,0.3719999999999999,1.15,0.0,JMXLWMIFDJCGBV-UHFFFAOYSA-N,900.0,1200.0,21600.0,750.0,25.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
189,240,50,210,0,0,0,0,0,0,0.18599999999999994,1.15,0.0,JMXLWMIFDJCGBV-UHFFFAOYSA-N,900.0,1200.0,21600.0,750.0,25.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
190,250,0,250,0,0,0,0,0,0,0.0,1.15,0.0,JMXLWMIFDJCGBV-UHFFFAOYSA-N,900.0,1200.0,21600.0,750.0,25.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
191,262,200,38,0,0,0,0,0,0,0.744,0.9199999999999999,0.0,JMXLWMIFDJCGBV-UHFFFAOYSA-N,900.0,1200.0,21600.0,750.0,25.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
192,271,150,79,0,0,0,0,0,0,0.5579999999999998,0.9199999999999999,0.0,JMXLWMIFDJCGBV-UHFFFAOYSA-N,900.0,1200.0,21600.0,750.0,25.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
193,281,100,119,0,0,0,0,0,0,0.3719999999999999,0.9199999999999999,0.0,JMXLWMIFDJCGBV-UHFFFAOYSA-N,900.0,1200.0,21600.0,750.0,25.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
194,290,50,160,0,0,0,0,0,0,0.18599999999999994,0.9199999999999999,0.0,JMXLWMIFDJCGBV-UHFFFAOYSA-N,900.0,1200.0,21600.0,750.0,25.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
195,300,0,200,0,0,0,0,0,0,0.0,0.9199999999999999,0.0,JMXLWMIFDJCGBV-UHFFFAOYSA-N,900.0,1200.0,21600.0,750.0,25.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
196,321,150,29,0,0,0,0,0,0,0.5579999999999998,0.69,0.0,JMXLWMIFDJCGBV-UHFFFAOYSA-N,900.0,1200.0,21600.0,750.0,25.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
197,331,100,69,0,0,0,0,0,0,0.3719999999999999,0.69,0.0,JMXLWMIFDJCGBV-UHFFFAOYSA-N,900.0,1200.0,21600.0,750.0,25.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
198,340,50,110,0,0,0,0,0,0,0.18599999999999994,0.69,0.0,JMXLWMIFDJCGBV-UHFFFAOYSA-N,900.0,1200.0,21600.0,750.0,25.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
199,350,0,150,0,0,0,0,0,0,0.0,0.69,0.0,JMXLWMIFDJCGBV-UHFFFAOYSA-N,900.0,1200.0,21600.0,750.0,25.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
200,381,100,19,0,0,0,0,0,0,0.3719999999999999,0.45999999999999996,0.0,JMXLWMIFDJCGBV-UHFFFAOYSA-N,900.0,1200.0,21600.0,750.0,25.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
201,390,50,60,0,0,0,0,0,0,0.18599999999999994,0.45999999999999996,0.0,JMXLWMIFDJCGBV-UHFFFAOYSA-N,900.0,1200.0,21600.0,750.0,25.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
202,400,0,100,0,0,0,0,0,0,0.0,0.45999999999999996,0.0,JMXLWMIFDJCGBV-UHFFFAOYSA-N,900.0,1200.0,21600.0,750.0,25.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
203,440,50,10,0,0,0,0,0,0,0.18599999999999994,0.22999999999999998,0.0,JMXLWMIFDJCGBV-UHFFFAOYSA-N,900.0,1200.0,21600.0,750.0,25.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
204,450,0,50,0,0,0,0,0,0,0.0,0.22999999999999998,0.0,JMXLWMIFDJCGBV-UHFFFAOYSA-N,900.0,1200.0,21600.0,750.0,25.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
205,500,0,0,0,0,0,0,0,0,0.0,0.0,0.0,JMXLWMIFDJCGBV-UHFFFAOYSA-N,900.0,1200.0,21600.0,750.0,25.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
